"em","sector","year","proxy","proxy_backup"
"CO2","International Shipping - Tanker Loading",2018,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2019,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2020,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2021,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2022,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2023,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2024,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2025,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2026,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2027,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2028,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2029,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2030,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2031,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2032,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2033,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2034,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2035,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2036,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2037,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2038,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2039,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2040,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2041,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2042,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2043,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2044,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2045,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2046,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2047,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2048,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2049,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2050,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2051,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2052,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2053,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2054,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2055,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2056,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2057,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2058,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2059,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2060,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2061,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2062,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2063,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2064,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2065,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2066,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2067,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2068,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2069,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2070,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2071,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2072,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2073,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2074,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2075,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2076,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2077,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2078,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2079,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2080,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2081,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2082,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2083,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2084,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2085,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2086,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2087,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2088,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2089,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2090,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2091,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2092,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2093,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2094,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2095,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2096,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2097,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2098,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2099,"CO2_2015_TANK","population_2015"
"CO2","International Shipping - Tanker Loading",2100,"CO2_2015_TANK","population_2015"
"CO2","Electricity and Heat Production",2015,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2016,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2017,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2018,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2019,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2020,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2021,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2022,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2023,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2024,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2025,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2026,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2027,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2028,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2029,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2030,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2031,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2032,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2033,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2034,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2035,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2036,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2037,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2038,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2039,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2040,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2041,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2042,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2043,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2044,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2045,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2046,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2047,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2048,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2049,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2050,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2051,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2052,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2053,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2054,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2055,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2056,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2057,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2058,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2059,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2060,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2061,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2062,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2063,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2064,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2065,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2066,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2067,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2068,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2069,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2070,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2071,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2072,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2073,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2074,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2075,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2076,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2077,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2078,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2079,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2080,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2081,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2082,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2083,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2084,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2085,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2086,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2087,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2088,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2089,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2090,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2091,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2092,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2093,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2094,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2095,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2096,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2097,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2098,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2099,"CO2_2015_ELEC","population_2015"
"CO2","Electricity and Heat Production",2100,"CO2_2015_ELEC","population_2015"
"CO2","Fuel Production and Transformation",2015,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2016,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2017,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2018,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2019,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2020,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2021,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2022,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2023,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2024,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2025,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2026,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2027,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2028,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2029,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2030,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2031,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2032,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2033,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2034,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2035,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2036,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2037,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2038,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2039,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2040,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2041,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2042,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2043,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2044,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2045,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2046,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2047,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2048,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2049,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2050,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2051,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2052,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2053,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2054,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2055,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2056,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2057,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2058,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2059,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2060,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2061,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2062,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2063,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2064,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2065,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2066,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2067,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2068,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2069,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2070,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2071,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2072,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2073,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2074,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2075,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2076,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2077,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2078,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2079,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2080,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2081,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2082,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2083,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2084,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2085,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2086,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2087,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2088,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2089,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2090,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2091,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2092,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2093,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2094,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2095,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2096,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2097,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2098,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2099,"CO2_2015_ETRN","population_2015"
"CO2","Fuel Production and Transformation",2100,"CO2_2015_ETRN","population_2015"
"CO2","Other Fugitive/Flaring",2015,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2016,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2017,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2018,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2019,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2020,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2021,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2022,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2023,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2024,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2025,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2026,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2027,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2028,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2029,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2030,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2031,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2032,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2033,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2034,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2035,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2036,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2037,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2038,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2039,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2040,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2041,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2042,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2043,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2044,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2045,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2046,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2047,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2048,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2049,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2050,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2051,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2052,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2053,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2054,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2055,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2056,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2057,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2058,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2059,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2060,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2061,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2062,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2063,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2064,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2065,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2066,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2067,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2068,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2069,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2070,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2071,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2072,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2073,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2074,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2075,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2076,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2077,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2078,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2079,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2080,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2081,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2082,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2083,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2084,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2085,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2086,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2087,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2088,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2089,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2090,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2091,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2092,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2093,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2094,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2095,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2096,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2097,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2098,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2099,"CO2_2015_OFF","population_2015"
"CO2","Other Fugitive/Flaring",2100,"CO2_2015_OFF","population_2015"
"CO2","Oil and Gas Fugitive/Flaring",2015,"CO2_2015_FLR","population_2015"
"CO2","Oil and Gas Fugitive/Flaring",2016,"CO2_2015_FLR","population_2015"
"CO2","Oil and Gas Fugitive/Flaring",2017,"CO2_2015_FLR","population_2015"
"CO2","Oil and Gas Fugitive/Flaring",2018,"CO2_2015_FLR","population_2015"
"CO2","Oil and Gas Fugitive/Flaring",2019,"CO2_2015_FLR","population_2015"
"CO2","Oil and Gas Fugitive/Flaring",2020,"CO2_2015_FLR","population_2015"
"CO2","Oil and Gas Fugitive/Flaring",2021,"CO2_2015_FLR","population_2015"
"CO2","Oil and Gas Fugitive/Flaring",2022,"CO2_2015_FLR","population_2015"
"CO2","Oil and Gas Fugitive/Flaring",2023,"CO2_2015_FLR","population_2015"
"CO2","Oil and Gas Fugitive/Flaring",2024,"CO2_2015_FLR","population_2015"
"CO2","Oil and Gas Fugitive/Flaring",2025,"CO2_2015_FLR","population_2015"
"CO2","Oil and Gas Fugitive/Flaring",2026,"CO2_2015_FLR","population_2015"
"CO2","Oil and Gas Fugitive/Flaring",2027,"CO2_2015_FLR","population_2015"
"CO2","Oil and Gas Fugitive/Flaring",2028,"CO2_2015_FLR","population_2015"
"CO2","Oil and Gas Fugitive/Flaring",2029,"CO2_2015_FLR","population_2015"
